img,link,skin;
/images/champion/skins/portrait/illaoi-void-bringer.jpg,/league-of-legends/skin/illaoi-void-bringer-778,Void Bringer Illaoi;
/images/champion/skins/portrait/sivir-victorious.jpg,/league-of-legends/skin/sivir-victorious-776,Victorious Sivir;
/images/champion/skins/portrait/jinx-slayer.jpg,/league-of-legends/skin/jinx-slayer-773,Slayer Jinx;
/images/champion/skins/portrait/nunu-amp-willump-zombie.jpg,/league-of-legends/skin/nunu-amp-willump-zombie-774,Zombie Nunu &amp; Willump
/images/champion/skins/portrait/pantheon-slayer.jpg,/league-of-legends/skin/pantheon-slayer-775,Slayer Pantheon;
/images/champion/skins/portrait/brand-spirit-fire.jpg,/league-of-legends/skin/brand-spirit-fire-769,Spirit Fire Brand;
/images/champion/skins/portrait/vi-demon.jpg,/league-of-legends/skin/vi-demon-771,Demon Vi;
/images/champion/skins/portrait/kassadin-cosmic-reaver.jpg,/league-of-legends/skin/kassadin-cosmic-reaver-770,Cosmic Reaver Kassadin;
/images/champion/skins/portrait/kindred-classic.jpg,/league-of-legends/skin/kindred-classic-767,Classic Kindred;
/images/champion/skins/portrait/kindred-shadowfire.jpg,/league-of-legends/skin/kindred-shadowfire-772,Shadowfire Kindred;
/images/champion/skins/portrait/malphite-ironside.jpg,/league-of-legends/skin/malphite-ironside-762,Ironside Malphite;
/images/champion/skins/portrait/alistar-marauder.jpg,/league-of-legends/skin/alistar-marauder-763,Marauder Alistar;
/images/champion/skins/portrait/olaf-marauder.jpg,/league-of-legends/skin/olaf-marauder-764,Marauder Olaf;
/images/champion/skins/portrait/jax-warden.jpg,/league-of-legends/skin/jax-warden-765,Warden Jax;
/images/champion/skins/portrait/karma-warden.jpg,/league-of-legends/skin/karma-warden-766,Warden Karma;
/images/champion/skins/portrait/kalista-championship.jpg,/league-of-legends/skin/kalista-championship-761,Championship Kalista;
/images/champion/skins/portrait/fiora-project.jpg,/league-of-legends/skin/fiora-project-756,PROJECT: Fiora;
/images/champion/skins/portrait/leona-project.jpg,/league-of-legends/skin/leona-project-757,PROJECT: Leona;
/images/champion/skins/portrait/lucian-project.jpg,/league-of-legends/skin/lucian-project-758,PROJECT: Lucian;
/images/champion/skins/portrait/master-yi-project.jpg,/league-of-legends/skin/master-yi-project-759,PROJECT: Yi;
/images/champion/skins/portrait/zed-project.jpg,/league-of-legends/skin/zed-project-760,PROJECT: Zed;
/images/champion/skins/portrait/ahri-academy.jpg,/league-of-legends/skin/ahri-academy-752,Academy Ahri;
/images/champion/skins/portrait/darius-academy.jpg,/league-of-legends/skin/darius-academy-753,Academy Darius;
/images/champion/skins/portrait/ekko-academy.jpg,/league-of-legends/skin/ekko-academy-754,Academy Ekko;
/images/champion/skins/portrait/vladimir-academy.jpg,/league-of-legends/skin/vladimir-academy-755,Academy Vladimir;
/images/champion/skins/portrait/riven-arcade.jpg,/league-of-legends/skin/riven-arcade-750,Arcade Riven;
/images/champion/skins/portrait/blitzcrank-battle-boss.jpg,/league-of-legends/skin/blitzcrank-battle-boss-751,Battle Boss Blitzcrank;
/images/champion/skins/portrait/fizz-cottontail.jpg,/league-of-legends/skin/fizz-cottontail-748,Cottontail Fizz;
/images/champion/skins/portrait/gangplank-captain.jpg,/league-of-legends/skin/gangplank-captain-749,Captain Gangplank;
/images/champion/skins/portrait/miss-fortune-captain.jpg,/league-of-legends/skin/miss-fortune-captain-742,Captain Fortune;
/images/champion/skins/portrait/aatrox-sea-hunter.jpg,/league-of-legends/skin/aatrox-sea-hunter-745,Sea Hunter Aatrox;
/images/champion/skins/portrait/garen-rogue-admiral.jpg,/league-of-legends/skin/garen-rogue-admiral-746,Rogue Admiral Garen;
/images/champion/skins/portrait/quinn-corsair.jpg,/league-of-legends/skin/quinn-corsair-747,Corsair Quinn;
/images/champion/skins/portrait/graves-cutthroat.jpg,/league-of-legends/skin/graves-cutthroat-743,Cutthroat Graves;
/images/champion/skins/portrait/twisted-fate-cutpurse.jpg,/league-of-legends/skin/twisted-fate-cutpurse-744,Cutpurse Twisted Fate;
/images/champion/skins/portrait/gnar-gentleman.jpg,/league-of-legends/skin/gnar-gentleman-741,Gentleman Gnar;
/images/champion/skins/portrait/tahm-kench-classic.jpg,/league-of-legends/skin/tahm-kench-classic-739,Classic Tahm Kench;
/images/champion/skins/portrait/tahm-kench-master-chef.jpg,/league-of-legends/skin/tahm-kench-master-chef-740,Master Chef Tahm Kench;
/images/champion/skins/portrait/dr-mundo-pool-party.jpg,/league-of-legends/skin/dr-mundo-pool-party-734,Pool Party Dr. Mundo;
/images/champion/skins/portrait/draven-pool-party.jpg,/league-of-legends/skin/draven-pool-party-735,Pool Party Draven;
/images/champion/skins/portrait/lulu-pool-party.jpg,/league-of-legends/skin/lulu-pool-party-736,Pool Party Lulu;
/images/champion/skins/portrait/reksai-pool-party.jpg,/league-of-legends/skin/reksai-pool-party-737,Pool Party Rek'Sai;
/images/champion/skins/portrait/zac-pool-party.jpg,/league-of-legends/skin/zac-pool-party-738,Pool Party Zac;
/images/champion/skins/portrait/anivia-prehistoric.jpg,/league-of-legends/skin/anivia-prehistoric-731,Prehistoric Anivia;
/images/champion/skins/portrait/chogath-prehistoric.jpg,/league-of-legends/skin/chogath-prehistoric-732,Prehistoric Cho'Gath;
/images/champion/skins/portrait/renekton-prehistoric.jpg,/league-of-legends/skin/renekton-prehistoric-733,Prehistoric Renekton;
/images/champion/skins/portrait/tryndamere-nightmare.jpg,/league-of-legends/skin/tryndamere-nightmare-730,Nightmare Tryndamere;
/images/champion/skins/portrait/irelia-order-of-the-lotus.jpg,/league-of-legends/skin/irelia-order-of-the-lotus-728,Order of the Lotus Irelia;
/images/champion/skins/portrait/lee-sin-knockout.jpg,/league-of-legends/skin/lee-sin-knockout-729,Knockout Lee Sin;
/images/champion/skins/portrait/ekko-classic.jpg,/league-of-legends/skin/ekko-classic-726,Classic Ekko;
/images/champion/skins/portrait/ekko-sandstorm.jpg,/league-of-legends/skin/ekko-sandstorm-727,Sandstorm Ekko;
/images/champion/skins/portrait/ezreal-ace-of-spades.jpg,/league-of-legends/skin/ezreal-ace-of-spades-722,Ace of Spades Ezreal;
/images/champion/skins/portrait/mordekaiser-king-of-clubs.jpg,/league-of-legends/skin/mordekaiser-king-of-clubs-723,King of Clubs Mordekaiser;
/images/champion/skins/portrait/shaco-wild-card.jpg,/league-of-legends/skin/shaco-wild-card-724,Wild Card Shaco;
/images/champion/skins/portrait/syndra-queen-of-diamonds.jpg,/league-of-legends/skin/syndra-queen-of-diamonds-725,Queen of Diamonds Syndra;
/images/champion/skins/portrait/lux-star-guardian.jpg,/league-of-legends/skin/lux-star-guardian-716,Star Guardian Lux;
/images/champion/skins/portrait/rengar-ssw.jpg,/league-of-legends/skin/rengar-ssw-717,SSW Rengar;
/images/champion/skins/portrait/singed-ssw.jpg,/league-of-legends/skin/singed-ssw-718,SSW Singed;
/images/champion/skins/portrait/talon-ssw.jpg,/league-of-legends/skin/talon-ssw-719,SSW Talon;
/images/champion/skins/portrait/thresh-ssw.jpg,/league-of-legends/skin/thresh-ssw-720,SSW Thresh;
/images/champion/skins/portrait/twitch-ssw.jpg,/league-of-legends/skin/twitch-ssw-721,SSW Twitch;
/images/champion/skins/portrait/zilean-blood-moon.jpg,/league-of-legends/skin/zilean-blood-moon-713,Blood Moon Zilean;
/images/champion/skins/portrait/ziggs-master-arcanist.jpg,/league-of-legends/skin/ziggs-master-arcanist-715,Master Arcanist Ziggs;
/images/champion/skins/portrait/jayce-forsaken.jpg,/league-of-legends/skin/jayce-forsaken-714,Forsaken Jayce;
/images/champion/skins/portrait/fiddlesticks-risen.jpg,/league-of-legends/skin/fiddlesticks-risen-712,Risen Fiddlesticks;
/images/champion/skins/portrait/rammus-guardian-of-the-sands.jpg,/league-of-legends/skin/rammus-guardian-of-the-sands-709,Guardian of the Sands Rammus;
/images/champion/skins/portrait/skarner-guardian-of-the-sands.jpg,/league-of-legends/skin/skarner-guardian-of-the-sands-710,Guardian of the Sands Skarner;
/images/champion/skins/portrait/xerath-guardian-of-the-sands.jpg,/league-of-legends/skin/xerath-guardian-of-the-sands-711,Guardian of the Sands Xerath;
/images/champion/skins/portrait/vayne-arclight.jpg,/league-of-legends/skin/vayne-arclight-707,Arclight Vayne;
/images/champion/skins/portrait/galio-debonair.jpg,/league-of-legends/skin/galio-debonair-706,Debonair Galio;
/images/champion/skins/portrait/teemo-omega-squad.jpg,/league-of-legends/skin/teemo-omega-squad-708,Omega Squad Teemo;
/images/champion/skins/portrait/udyr-definitely-not.jpg,/league-of-legends/skin/udyr-definitely-not-701,Definitely Not Udyr;
/images/champion/skins/portrait/amumu-surprise-party.jpg,/league-of-legends/skin/amumu-surprise-party-702,Surprise Party Amumu;
/images/champion/skins/portrait/nasus-archduke.jpg,/league-of-legends/skin/nasus-archduke-703,Archduke Nasus;
/images/champion/skins/portrait/soraka-order-of-the-banana.jpg,/league-of-legends/skin/soraka-order-of-the-banana-704,Order of the Banana Soraka;
/images/champion/skins/portrait/nami-urf-the-manatee.jpg,/league-of-legends/skin/nami-urf-the-manatee-705,Urf the Nami-tee;
/images/champion/skins/portrait/akali-headhunter.jpg,/league-of-legends/skin/akali-headhunter-700,Headhunter Akali;
/images/champion/skins/portrait/xin-zhao-secret-agent.jpg,/league-of-legends/skin/xin-zhao-secret-agent-699,Secret Agent Xin Zhao;
/images/champion/skins/portrait/bard-classic.jpg,/league-of-legends/skin/bard-classic-697,Classic Bard;
/images/champion/skins/portrait/bard-elderwood.jpg,/league-of-legends/skin/bard-elderwood-698,Elderwood Bard;
/images/champion/skins/portrait/sona-dj.jpg,/league-of-legends/skin/sona-dj-696,DJ Sona;
/images/champion/skins/portrait/warwick-marauder.jpg,/league-of-legends/skin/warwick-marauder-692,Marauder Warwick;
/images/champion/skins/portrait/ashe-marauder.jpg,/league-of-legends/skin/ashe-marauder-693,Marauder Ashe;
/images/champion/skins/portrait/nautilus-warden.jpg,/league-of-legends/skin/nautilus-warden-694,Warden Nautilus;
/images/champion/skins/portrait/sivir-warden.jpg,/league-of-legends/skin/sivir-warden-695,Warden Sivir;
/images/champion/skins/portrait/annie-sweetheart.jpg,/league-of-legends/skin/annie-sweetheart-686,Sweetheart Annie;
/images/champion/skins/portrait/varus-heartseeker.jpg,/league-of-legends/skin/varus-heartseeker-691,Heartseeker Varus;
/images/champion/skins/portrait/jinx-firecracker.jpg,/league-of-legends/skin/jinx-firecracker-687,Firecracker Jinx;
/images/champion/skins/portrait/nidalee-warring-kingdoms.jpg,/league-of-legends/skin/nidalee-warring-kingdoms-688,Warring Kingdoms Nidalee;
/images/champion/skins/portrait/katarina-warring-kingdoms.jpg,/league-of-legends/skin/katarina-warring-kingdoms-689,Warring Kingdoms Katarina;
/images/champion/skins/portrait/velkoz-arclight.jpg,/league-of-legends/skin/velkoz-arclight-690,Arclight Vel'Koz;
/images/champion/skins/portrait/braum-el-tigre.jpg,/league-of-legends/skin/braum-el-tigre-685,El Tigre Braum;
/images/champion/skins/portrait/ahri-challenger.jpg,/league-of-legends/skin/ahri-challenger-684,Challenger Ahri;
/images/champion/skins/portrait/elise-blood-moon.jpg,/league-of-legends/skin/elise-blood-moon-682,Blood Moon Elise;
/images/champion/skins/portrait/thresh-blood-moon.jpg,/league-of-legends/skin/thresh-blood-moon-683,Blood Moon Thresh;
/images/champion/skins/portrait/malzahar-snow-day.jpg,/league-of-legends/skin/malzahar-snow-day-679,Snow Day Malzahar;
/images/champion/skins/portrait/orianna-winter-wonder.jpg,/league-of-legends/skin/orianna-winter-wonder-680,Winter Wonder Orianna;
/images/champion/skins/portrait/sejuani-poro-rider.jpg,/league-of-legends/skin/sejuani-poro-rider-681,Poro Rider Sejuani;
/images/champion/skins/portrait/reksai-classic.jpg,/league-of-legends/skin/reksai-classic-677,Classic Rek'Sai;
/images/champion/skins/portrait/reksai-eternum.jpg,/league-of-legends/skin/reksai-eternum-678,Eternum Rek'Sai;
/images/champion/skins/portrait/evelynn-safecracker.jpg,/league-of-legends/skin/evelynn-safecracker-672,Safecracker Evelynn;
/images/champion/skins/portrait/twitch-pickpocket.jpg,/league-of-legends/skin/twitch-pickpocket-673,Pickpocket Twitch;
/images/champion/skins/portrait/trundle-constable.jpg,/league-of-legends/skin/trundle-constable-674,Constable Trundle;
/images/champion/skins/portrait/volibear-captain.jpg,/league-of-legends/skin/volibear-captain-675,Captain Volibear;
/images/champion/skins/portrait/skarner-battlecast-alpha.jpg,/league-of-legends/skin/skarner-battlecast-alpha-670,Battlecast Alpha Skarner;
/images/champion/skins/portrait/kogmaw-battlecast.jpg,/league-of-legends/skin/kogmaw-battlecast-671,Battlecast Kog'Maw;
/images/champion/skins/portrait/kalista-blood-moon.jpg,/league-of-legends/skin/kalista-blood-moon-676,Blood Moon Kalista;
/images/champion/skins/portrait/kalista-classic.jpg,/league-of-legends/skin/kalista-classic-668,Classic Kalista;
/images/champion/skins/portrait/morgana-victorious.jpg,/league-of-legends/skin/morgana-victorious-669,Victorious Morgana;
/images/champion/skins/portrait/soraka-reaper.jpg,/league-of-legends/skin/soraka-reaper-667,Reaper Soraka;
/images/champion/skins/portrait/leblanc-ravenborn.jpg,/league-of-legends/skin/leblanc-ravenborn-664,Ravenborn Leblanc;
/images/champion/skins/portrait/wukong-underworld.jpg,/league-of-legends/skin/wukong-underworld-665,Underworld Wukong;
/images/champion/skins/portrait/shyvana-championship.jpg,/league-of-legends/skin/shyvana-championship-663,Championship Shyvana;
/images/champion/skins/portrait/darius-dunkmaster.jpg,/league-of-legends/skin/darius-dunkmaster-666,Dunkmaster Darius;
/images/champion/skins/portrait/karma-order-of-the-lotus.jpg,/league-of-legends/skin/karma-order-of-the-lotus-657,Order of the Lotus Karma;
/images/champion/skins/portrait/karthus-fnatic.jpg,/league-of-legends/skin/karthus-fnatic-658,Fnatic Karthus;
/images/champion/skins/portrait/jarvan-iv-fnatic.jpg,/league-of-legends/skin/jarvan-iv-fnatic-659,Fnatic Jarvan IV;
/images/champion/skins/portrait/janna-fnatic.jpg,/league-of-legends/skin/janna-fnatic-660,Fnatic Janna;
/images/champion/skins/portrait/corki-fnatic.jpg,/league-of-legends/skin/corki-fnatic-661,Fnatic Corki;
/images/champion/skins/portrait/gragas-fnatic.jpg,/league-of-legends/skin/gragas-fnatic-662,Fnatic Gragas;
/images/champion/skins/portrait/azir-classic.jpg,/league-of-legends/skin/azir-classic-654,Classic Azir;
/images/champion/skins/portrait/azir-galactic.jpg,/league-of-legends/skin/azir-galactic-655,Galactic Azir;
/images/champion/skins/portrait/khazix-guardian-of-the-sands.jpg,/league-of-legends/skin/khazix-guardian-of-the-sands-656,Guardian of the Sands Kha'Zix;
/images/champion/skins/portrait/caitlyn-headhunter.jpg,/league-of-legends/skin/caitlyn-headhunter-651,Headhunter Caitlyn;
/images/champion/skins/portrait/yasuo-project.jpg,/league-of-legends/skin/yasuo-project-653,PROJECT: Yasuo;
/images/champion/skins/portrait/veigar-final-boss.jpg,/league-of-legends/skin/veigar-final-boss-652,Final Boss Veigar;
/images/champion/skins/portrait/gnar-classic.jpg,/league-of-legends/skin/gnar-classic-645,Classic Gnar;
/images/champion/skins/portrait/miss-fortune-arcade.jpg,/league-of-legends/skin/miss-fortune-arcade-648,Arcade Miss Fortune;
/images/champion/skins/portrait/gnar-dino.jpg,/league-of-legends/skin/gnar-dino-649,Dino Gnar;
/images/champion/skins/portrait/kayle-riot.jpg,/league-of-legends/skin/kayle-riot-650,Riot Kayle;
/images/champion/skins/portrait/ezreal-debonair.jpg,/league-of-legends/skin/ezreal-debonair-646,Debonair Ezreal;
/images/champion/skins/portrait/vi-debonair.jpg,/league-of-legends/skin/vi-debonair-647,Debonair Vi;
/images/champion/skins/portrait/aatrox-mecha.jpg,/league-of-legends/skin/aatrox-mecha-643,Mecha Aatrox;
/images/champion/skins/portrait/malphite-mecha.jpg,/league-of-legends/skin/malphite-mecha-644,Mecha Malphite;
/images/champion/skins/portrait/heimerdinger-hazmat.jpg,/league-of-legends/skin/heimerdinger-hazmat-642,Hazmat Heimerdinger;
/images/champion/skins/portrait/vladimir-soulstealer.jpg,/league-of-legends/skin/vladimir-soulstealer-641,Soulstealer Vladimir;
/images/champion/skins/portrait/draven-primetime.jpg,/league-of-legends/skin/draven-primetime-640,Primetime Draven;
/images/champion/skins/portrait/alistar-sweeper.jpg,/league-of-legends/skin/alistar-sweeper-635,Sweeper Alistar;
/images/champion/skins/portrait/maokai-goalkeeper.jpg,/league-of-legends/skin/maokai-goalkeeper-636,Goalkeeper Maokai;
/images/champion/skins/portrait/lucian-striker.jpg,/league-of-legends/skin/lucian-striker-637,Striker Lucian;
/images/champion/skins/portrait/twisted-fate-red-card.jpg,/league-of-legends/skin/twisted-fate-red-card-638,Red Card Twisted Fate;
/images/champion/skins/portrait/gragas-superfan.jpg,/league-of-legends/skin/gragas-superfan-639,Superfan Gragas;
/images/champion/skins/portrait/quinn-woad-scout.jpg,/league-of-legends/skin/quinn-woad-scout-634,Woad Scout Quinn;
/images/champion/skins/portrait/nami-river-spirit.jpg,/league-of-legends/skin/nami-river-spirit-633,River Spirit Nami;
/images/champion/skins/portrait/lissandra-blade-queen.jpg,/league-of-legends/skin/lissandra-blade-queen-632,Blade Queen Lissandra;
/images/champion/skins/portrait/rengar-night-hunter.jpg,/league-of-legends/skin/rengar-night-hunter-630,Night Hunter Rengar;
/images/champion/skins/portrait/braum-dragonslayer.jpg,/league-of-legends/skin/braum-dragonslayer-629,Dragonslayer Braum;
/images/champion/skins/portrait/pantheon-dragonslayer.jpg,/league-of-legends/skin/pantheon-dragonslayer-631,Dragonslayer Pantheon;
/images/champion/skins/portrait/braum-classic.jpg,/league-of-legends/skin/braum-classic-621,Classic Braum;
/images/champion/skins/portrait/vayne-skt.jpg,/league-of-legends/skin/vayne-skt-624,SKT Vayne;
/images/champion/skins/portrait/lee-sin-skt.jpg,/league-of-legends/skin/lee-sin-skt-625,SKT Lee Sin;
/images/champion/skins/portrait/jax-skt.jpg,/league-of-legends/skin/jax-skt-626,SKT Jax;
/images/champion/skins/portrait/zyra-skt.jpg,/league-of-legends/skin/zyra-skt-627,SKT Zyra;
/images/champion/skins/portrait/zed-skt.jpg,/league-of-legends/skin/zed-skt-628,SKT Zed;
/images/champion/skins/portrait/syndra-atlantean.jpg,/league-of-legends/skin/syndra-atlantean-623,Atlantean Syndra;
/images/champion/skins/portrait/fizz-void.jpg,/league-of-legends/skin/fizz-void-622,Void Fizz;
/images/champion/skins/portrait/rumble-super-galaxy.jpg,/league-of-legends/skin/rumble-super-galaxy-620,Super Galaxy Rumble;
/images/champion/skins/portrait/velkoz-classic.jpg,/league-of-legends/skin/velkoz-classic-617,Classic Vel'Koz;
/images/champion/skins/portrait/varus-arctic-ops.jpg,/league-of-legends/skin/varus-arctic-ops-619,Arctic Ops Varus;
/images/champion/skins/portrait/velkoz-battlecast.jpg,/league-of-legends/skin/velkoz-battlecast-618,Battlecast Vel'Koz;
/images/champion/skins/portrait/ashe-heartseeker.jpg,/league-of-legends/skin/ashe-heartseeker-615,Heartseeker Ashe;
/images/champion/skins/portrait/renekton-scorched-earth.jpg,/league-of-legends/skin/renekton-scorched-earth-616,Scorched Earth Renekton;
/images/champion/skins/portrait/diana-lunar-goddess.jpg,/league-of-legends/skin/diana-lunar-goddess-612,Lunar Goddess Diana;
/images/champion/skins/portrait/riven-dragonblade.jpg,/league-of-legends/skin/riven-dragonblade-613,Dragonblade Riven;
/images/champion/skins/portrait/tryndamere-warring-kingdoms.jpg,/league-of-legends/skin/tryndamere-warring-kingdoms-614,Warring Kingdoms Tryndamere;
/images/champion/skins/portrait/lulu-winter-wonder.jpg,/league-of-legends/skin/lulu-winter-wonder-609,Winter Wonder Lulu;
/images/champion/skins/portrait/singed-snow-day.jpg,/league-of-legends/skin/singed-snow-day-610,Snow Day Singed;
/images/champion/skins/portrait/sivir-snowstorm.jpg,/league-of-legends/skin/sivir-snowstorm-611,Snowstorm Sivir;
/images/champion/skins/portrait/yasuo-classic.jpg,/league-of-legends/skin/yasuo-classic-607,Classic Yasuo;
/images/champion/skins/portrait/yasuo-high-noon.jpg,/league-of-legends/skin/yasuo-high-noon-608,High Noon Yasuo;
/images/champion/skins/portrait/ahri-popstar.jpg,/league-of-legends/skin/ahri-popstar-604,Popstar Ahri;
/images/champion/skins/portrait/nasus-infernal.jpg,/league-of-legends/skin/nasus-infernal-605,Infernal Nasus;
/images/champion/skins/portrait/gangplank-sultan.jpg,/league-of-legends/skin/gangplank-sultan-601,Sultan Gangplank;
/images/champion/skins/portrait/elise-victorious.jpg,/league-of-legends/skin/elise-victorious-606,Victorious Elise;
/images/champion/skins/portrait/vi-officer.jpg,/league-of-legends/skin/vi-officer-602,Officer Vi;
/images/champion/skins/portrait/zyra-haunted.jpg,/league-of-legends/skin/zyra-haunted-603,Haunted Zyra;
/images/champion/skins/portrait/jinx-classic.jpg,/league-of-legends/skin/jinx-classic-597,Classic Jinx;
/images/champion/skins/portrait/jinx-mafia.jpg,/league-of-legends/skin/jinx-mafia-598,Mafia Jinx;
/images/champion/skins/portrait/thresh-championship.jpg,/league-of-legends/skin/thresh-championship-599,Championship Thresh;
/images/champion/skins/portrait/viktor-creator.jpg,/league-of-legends/skin/viktor-creator-600,Creator Viktor;
/images/champion/skins/portrait/graves-pool-party.jpg,/league-of-legends/skin/graves-pool-party-589,Pool Party Graves;
/images/champion/skins/portrait/lee-sin-pool-party.jpg,/league-of-legends/skin/lee-sin-pool-party-592,Pool Party Lee Sin;
/images/champion/skins/portrait/leona-pool-party.jpg,/league-of-legends/skin/leona-pool-party-593,Pool Party Leona;
/images/champion/skins/portrait/renekton-pool-party.jpg,/league-of-legends/skin/renekton-pool-party-594,Pool Party Renekton;
/images/champion/skins/portrait/janna-forecast.jpg,/league-of-legends/skin/janna-forecast-591,Forecast Janna;
/images/champion/skins/portrait/blitzcrank-riot.jpg,/league-of-legends/skin/blitzcrank-riot-588,Riot Blitzcrank;
/images/champion/skins/portrait/hecarim-arcade.jpg,/league-of-legends/skin/hecarim-arcade-590,Arcade Hecarim;
/images/champion/skins/portrait/lucian-classic.jpg,/league-of-legends/skin/lucian-classic-595,Classic Lucian;
/images/champion/skins/portrait/lucian-hired-gun.jpg,/league-of-legends/skin/lucian-hired-gun-596,Hired Gun Lucian;
/images/champion/skins/portrait/sejuani-bear-cavalry.jpg,/league-of-legends/skin/sejuani-bear-cavalry-587,Bear Cavalry Sejuani;
/images/champion/skins/portrait/udyr-spirit-guard.jpg,/league-of-legends/skin/udyr-spirit-guard-586,Spirit Guard Udyr;
/images/champion/skins/portrait/darius-woad-king.jpg,/league-of-legends/skin/darius-woad-king-585,Woad King Darius;
/images/champion/skins/portrait/morgana-ghost-bride.jpg,/league-of-legends/skin/morgana-ghost-bride-584,Ghost Bride Morgana;
/images/champion/skins/portrait/aatrox-classic.jpg,/league-of-legends/skin/aatrox-classic-582,Classic Aatrox;
/images/champion/skins/portrait/aatrox-justicar.jpg,/league-of-legends/skin/aatrox-justicar-583,Justicar Aatrox;
/images/champion/skins/portrait/dr-mundo-tpa.jpg,/league-of-legends/skin/dr-mundo-tpa-577,TPA Dr. Mundo;
/images/champion/skins/portrait/ezreal-tpa.jpg,/league-of-legends/skin/ezreal-tpa-578,TPA Ezreal;
/images/champion/skins/portrait/nunu-amp-willump-tpa.jpg,/league-of-legends/skin/nunu-amp-willump-tpa-579,TPA Nunu &amp; Willump
/images/champion/skins/portrait/orianna-tpa.jpg,/league-of-legends/skin/orianna-tpa-580,TPA Orianna;
/images/champion/skins/portrait/shen-tpa.jpg,/league-of-legends/skin/shen-tpa-581,TPA Shen;
/images/champion/skins/portrait/trundle-traditional.jpg,/league-of-legends/skin/trundle-traditional-571,Traditional Trundle;
/images/champion/skins/portrait/lissandra-classic.jpg,/league-of-legends/skin/lissandra-classic-572,Classic Lissandra;
/images/champion/skins/portrait/lissandra-bloodstone.jpg,/league-of-legends/skin/lissandra-bloodstone-573,Bloodstone Lissandra;
/images/champion/skins/portrait/anivia-blackfrost.jpg,/league-of-legends/skin/anivia-blackfrost-574,Blackfrost Anivia;
/images/champion/skins/portrait/shyvana-ice-drake.jpg,/league-of-legends/skin/shyvana-ice-drake-575,Ice Drake Shyvana;
/images/champion/skins/portrait/volibear-runeguard.jpg,/league-of-legends/skin/volibear-runeguard-576,Runeguard Volibear;
/images/champion/skins/portrait/sejuani-traditional.jpg,/league-of-legends/skin/sejuani-traditional-570,Traditional Sejuani;
/images/champion/skins/portrait/zac-special-weapon.jpg,/league-of-legends/skin/zac-special-weapon-567,Special Weapon Zac;
/images/champion/skins/portrait/zac-classic.jpg,/league-of-legends/skin/zac-classic-568,Classic Zac;
/images/champion/skins/portrait/karma-traditional.jpg,/league-of-legends/skin/karma-traditional-569,Traditional Karma;
/images/champion/skins/portrait/draven-gladiator.jpg,/league-of-legends/skin/draven-gladiator-566,Gladiator Draven;
/images/champion/skins/portrait/nidalee-headhunter.jpg,/league-of-legends/skin/nidalee-headhunter-565,Headhunter Nidalee;
/images/champion/skins/portrait/soraka-celestine.jpg,/league-of-legends/skin/soraka-celestine-564,Celestine Soraka;
/images/champion/skins/portrait/quinn-classic.jpg,/league-of-legends/skin/quinn-classic-561,Classic Quinn;
/images/champion/skins/portrait/quinn-phoenix.jpg,/league-of-legends/skin/quinn-phoenix-562,Phoenix Quinn;
/images/champion/skins/portrait/blitzcrank-iblitzcrank.jpg,/league-of-legends/skin/blitzcrank-iblitzcrank-563,iBlitzcrank;
/images/champion/skins/portrait/jayce-debonair.jpg,/league-of-legends/skin/jayce-debonair-560,Debonair Jayce;
/images/champion/skins/portrait/annie-panda.jpg,/league-of-legends/skin/annie-panda-555,Panda Annie;
/images/champion/skins/portrait/cassiopeia-jade-fang.jpg,/league-of-legends/skin/cassiopeia-jade-fang-556,Jade Fang Cassiopeia;
/images/champion/skins/portrait/corki-dragonwing.jpg,/league-of-legends/skin/corki-dragonwing-557,Dragonwing Corki;
/images/champion/skins/portrait/jarvan-iv-warring-kingdoms.jpg,/league-of-legends/skin/jarvan-iv-warring-kingdoms-558,Warring Kingdoms Jarvan IV;
/images/champion/skins/portrait/xin-zhao-warring-kingdoms.jpg,/league-of-legends/skin/xin-zhao-warring-kingdoms-559,Warring Kingdoms Xin Zhao;
/images/champion/skins/portrait/lux-steel-legion.jpg,/league-of-legends/skin/lux-steel-legion-553,Steel Legion Lux;
/images/champion/skins/portrait/garen-steel-legion.jpg,/league-of-legends/skin/garen-steel-legion-554,Steel Legion Garen;
/images/champion/skins/portrait/thresh-classic.jpg,/league-of-legends/skin/thresh-classic-551,Classic Thresh;
/images/champion/skins/portrait/thresh-deep-terror.jpg,/league-of-legends/skin/thresh-deep-terror-552,Deep Terror Thresh;
/images/champion/skins/portrait/kayle-aether-wing.jpg,/league-of-legends/skin/kayle-aether-wing-550,Aether Wing Kayle;
/images/champion/skins/portrait/shaco-masked.jpg,/league-of-legends/skin/shaco-masked-549,Masked Shaco;
/images/champion/skins/portrait/vi-classic.jpg,/league-of-legends/skin/vi-classic-546,Classic Vi;
/images/champion/skins/portrait/vi-neon-strike.jpg,/league-of-legends/skin/vi-neon-strike-548,Neon Strike Vi;
/images/champion/skins/portrait/fiddlesticks-dark-candy.jpg,/league-of-legends/skin/fiddlesticks-dark-candy-543,Dark Candy Fiddlesticks;
/images/champion/skins/portrait/katarina-slay-belle.jpg,/league-of-legends/skin/katarina-slay-belle-544,Slay Belle Katarina;
/images/champion/skins/portrait/veigar-bad-santa.jpg,/league-of-legends/skin/veigar-bad-santa-545,Bad Santa Veigar;
